UniqueSale,Parcel_No,SalePrice,LivingArea,LAND_SF,YR_BUILT,YR_REMOD,Last_Work,NewlyRemodeled,GROSS_AREA,LIVING_ARE,NUM_FLOORS,R_TOTAL_RM,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,SaleSeason,SaleMonth,Style,ZIPCODE,PTYPE,OWN_OCC,LU,STRUCTURE_,R_BLDG_STY,R_ROOF_TYP,R_EXT_FIN,HEAT_SYS,C_AC,Latitude_1,Longitud_1,FeetToParks,Neighborhood,WalkScore,TransitSco,BikeScore,FeetToMetro,MEDHHINC,PCTBACHMOR,PCTOWNEROC,PCTVACANT,PCTWHITE,CrimeIndex,NearUni,SchoolGrade,DistToCBD,NearImpBldg,NearCommonwealth,DistToPoor,NearAP,Ave_SalePr,Dist_AP,Dist_SC,Dist_Major_Road
83,103557000,549900,3429,2625,1900,0,1900,0,4968,3429,3,17,6,3,0,3,0,Summer,Jun,Decker,2128,105,1,R3,R,DK,F,M,1,0,42.38244,-71.03874,407,East Boston,94,67,76,3736,64792,14,28,4,60,4.85,0,3,7751,0,0,154,0,506200,7711.800024,1444.915969,2515.914264
84,103563000,377000,2568,2187,1900,0,1900,0,3444,2548,3,11,6,3,0,3,0,Winter,Jan,Decker,2128,105,0,R3,R,DK,F,P,1,0,42.38245,-71.03798,608,East Boston,94,67,76,3616,64792,14,28,4,60,4.85,0,2,7785,0,0,360,0,540780,7584.324514,1407.440166,2704.652831
85,103601000,0,4071,2935,1910,0,1910,0,5563,3882,3,15,6,3,0,3,0,Fall,Oct,Decker,2128,105,0,R3,R,DK,F,M,1,0,42.38179,-71.03956,301,East Boston,94,67,76,3699,23042,16,28,5,60,4.32,0,3,37457,0,0,0,0,526180,7679.426581,1331.379995,2424.32227
86,103640000,592000,2024,2122,1880,2003,2003,0,3400,2040,3,11,5,3,0,3,0,Fall,Sep,Decker,2128,105,0,R3,R,DK,F,M,1,0,42.37936,-71.03991,3,East Boston,94,67,76,3188,23042,16,28,5,60,4.32,0,3,7107,0,0,0,0,503000,7120.427754,855.2282907,2081.086471
87,103747000,505000,1918,1060,1910,0,1910,0,2724,1918,3,15,6,2,1,2,0,Fall,Sep,Row End,2128,104,1,R2,R,RE,G,M,1,0,42.37426,-71.03343,177,East Boston,94,67,76,867,53426,19,34,5,58,6,0,5,7160,0,0,2235,1,456600,4579.101133,1212.277015,474.0183947
88,103786000,549900,1845,1600,1900,0,1900,0,2858,1845,3,9,3,3,0,3,0,Summer,Jun,Row Middle,2128,105,1,R3,R,RM,F,M,1,0,42.37238,-71.03503,115,East Boston,94,67,76,1488,46810,7,23,6,70,5.41,0,1,6508,0,0,1543,1,513800,4544.96711,985.3577418,140.8324175
89,103794000,590000,1800,2000,2006,0,2006,0,2964,1880,2.5,6,4,2,1,1,0,Summer,Aug,Colonial,2128,101,1,R1,R,CL,M,M,1,1,42.372044,-71.035436,234,East Boston,94,67,76,1577,46810,7,23,6,70,5.41,0,1,6563,0,0,1396,1,571780,4582.780365,895.4938634,303.033756
90,103825000,465000,2668,1600,1900,1980,1980,0,4059,2785,3,14,5,4,0,3,0,Winter,Feb,Row Middle,2128,105,0,R3,R,RM,F,M,1,0,42.37153,-71.03654,186,East Boston,94,67,76,1235,46810,7,23,6,70,5.41,0,1,6727,0,0,1054,1,656980,4770.291227,779.5714671,621.4918647
91,103826000,465000,2202,1600,1910,0,1910,0,3575,2202,3,14,7,3,1,3,0,Winter,Feb,Row Middle,2128,105,0,R3,R,RM,F,M,0,0,42.37157,-71.0365,185,East Boston,94,67,76,1253,46810,7,23,6,70,5.41,0,1,6853,0,0,1069,1,656980,4766.349166,785.9654317,603.3605684
92,103885000,900000,3690,1680,1910,2006,2006,1,4854,3632,4,14,6,4,3,3,0,Summer,Jul,Row Middle,2128,105,1,R3,R,RE,F,B,1,1,42.37073,-71.03753,226,East Boston,94,67,76,839,71250,24,39,4,67,5,0,1,6405,0,0,748,1,607400,4911.065805,781.0478906,762.0149018
93,103968000,780000,3795,2916,1900,1999,1999,0,5543,3795,3,17,9,3,0,3,0,Winter,Jan,Decker,2128,105,0,R3,R,DK,F,B,1,0,42.37026,-71.03559,187,East Boston,94,67,76,1172,44375,16,28,6,75,5,0,1,5648,0,0,1103,1,605000,4359.745742,581.3672398,898.7356016
94,104079000,769000,3684,2043,1908,2009,2009,1,5421,3684,3,17,6,3,0,3,0,Summer,Aug,Semi Det,2128,105,0,R3,R,SD,F,B,1,0,42.36926,-71.03335,811,East Boston,94,67,76,1687,44375,16,28,6,75,5,0,1,5931,0,0,1530,1,579600,3669.619554,642.125708,1163.848515
95,104295004,450000,1696,1875,1910,0,1910,0,3076,1944,2,8,2,2,0,2,0,Fall,Sep,Two Fam Stack,2128,104,1,R2,R,TF,F,M,1,0,42.38095,-71.01485,74,East Boston,94,67,76,2230,78750,21,36,6,82,2,0,3,5272,0,0,1400,0,492400,5572.099395,4363.076006,1919.033314
96,104295008,345000,1352,2500,1900,1995,1995,0,2291,1352,2,7,2,2,0,1,0,Fall,Nov,Colonial,2128,101,1,R1,R,CL,G,M,1,1,42.38078,-71.01535,160,East Boston,94,67,76,2085,78750,21,36,6,82,2,0,3,5128,0,0,1477,0,473400,5477.230417,4404.118181,1835.813119
97,104300000,575000,2622,63941,1900,1980,1980,0,4566,2622,2,10,3,3,0,3,2,Fall,Sep,Conventional,2128,105,1,R3,R,CV,H,W,1,0,42.38093,-71.01402,130,East Boston,94,67,76,2449,78750,21,36,6,82,2,0,3,4786,0,0,1410,0,467400,5629.691668,4346.724073,2118.724351
98,104307000,480000,1336,2500,1912,1997,1997,0,2147,1336,2,6,2,1,1,1,0,Fall,Oct,Colonial,2128,101,1,R1,R,CL,F,W,1,0,42.38125,-71.01318,65,East Boston,94,67,76,2695,78750,21,36,6,82,2,0,3,4801,0,0,1335,0,476000,5813.03311,4276.586452,2273.333928
99,104310000,650000,2204,6000,1900,2001,2001,0,3586,2204,2,5,2,2,0,2,1,Fall,Oct,Two Fam Stack,2128,104,1,R2,R,TF,F,S,1,1,42.38134,-71.01293,68,East Boston,94,67,76,2768,78750,21,36,6,82,2,0,3,4447,0,0,1323,0,442000,5866.843315,4257.084719,2321.526214
100,104457000,396000,1268,875,1900,1976,1976,0,2193,1268,2,5,2,2,0,1,0,Spring,May,Row End,2128,101,1,R1,R,RE,G,M,1,0,42.36664,-71.03813,285,East Boston,94,67,76,946,50881,25,27,5,78,4.43,0,4,4917,0,0,519,1,549500,4793.168904,1306.066111,1687.235231
101,104605000,1175000,3300,1418,1900,2000,2000,0,4630,3420,4,9,4,3,0,2,0,Winter,Dec,Semi Det,2128,104,1,R2,R,SD,F,B,1,0,42.36519,-71.03468,51,East Boston,94,67,76,1920,76971,46,35,6,84,3.6,0,4,5458,0,0,1591,1,616200,3876.852178,1093.579348,2577.030879
102,104636000,1015000,2869,2880,1899,0,1899,0,3084,2100,3,11,3,4,0,3,0,Fall,Sep,Row End,2128,105,0,R3,R,RE,G,B,1,0,42.36464,-71.03223,328,East Boston,94,67,76,2545,76971,46,35,6,84,3.6,0,4,11514,0,0,2263,1,619900,3248.124142,1492.75475,1999.183525
103,104800000,675000,3348,1867,1910,2003,2003,0,4555,3348,3,8,5,3,0,3,0,Winter,Jan,Semi Det,2128,105,0,R3,R,SD,F,M,1,0,42.366819,-71.035727,358,East Boston,94,67,76,1311,76971,46,35,6,84,3.6,0,4,11365,0,0,1053,1,456600,4147.031666,870.6502776,2069.429423
104,104808000,345000,1955,1190,1910,1994,1994,0,2178,1597,2,6,2,2,0,2,0,Winter,Jan,Semi Det,2128,104,0,R2,R,SD,G,M,1,0,42.36663,-71.03555,323,East Boston,94,67,76,1391,76971,46,35,6,84,3.6,0,4,11714,0,0,1128,1,522600,4096.208472,874.4682334,2152.550135
105,104817000,575000,2380,5625,1900,0,1900,0,4073,2380,2,12,5,3,0,3,0,Winter,Feb,Conventional,2128,105,0,R3,R,CV,F,M,1,0,42.366752,-71.036663,273,East Boston,94,67,76,1138,50881,25,27,5,78,4.43,0,4,11969,0,0,842,1,480200,4398.523996,1010.601499,1919.633654
106,104852000,587500,2548,1030,1910,0,1910,0,3451,2548,3,14,4,2,0,2,0,Spring,May,Semi Det,2128,104,0,R2,R,SD,F,M,1,0,42.36773,-71.03808,238,East Boston,94,67,76,616,50881,25,27,5,78,4.43,0,1,12044,0,0,336,1,464600,4808.620407,1205.73896,1398.918281
107,104908000,450000,2214,2450,1899,0,1899,0,3168,2214,3,15,7,3,0,3,0,Summer,Aug,Row End,2128,105,0,R3,R,RE,G,B,1,0,42.367626,-71.036449,588,East Boston,94,67,76,984,50881,25,27,5,78,4.43,0,4,4142,0,0,742,1,524600,4366.428742,890.8526691,1721.691663
108,104914000,460000,1176,2000,1910,2007,2007,1,1776,1176,2,5,3,1,0,1,0,Summer,Jul,Row Middle,2128,101,1,R1,R,RM,G,V,1,0,42.367801,-71.036877,501,East Boston,94,67,76,852,50881,25,27,5,78,4.43,0,4,5134,0,0,610,1,531900,4489.028505,954.9877491,1595.682987
109,105035000,471000,1800,1000,1899,0,1899,0,2739,1980,3,8,3,3,0,3,0,Fall,Nov,Semi Det,2128,105,0,R3,R,SD,F,W,1,0,42.3673,-71.03539,555,East Boston,94,67,76,1292,49200,18,50,9,80,3.52,0,4,5821,0,0,1052,1,503400,4069.197776,785.0440266,1921.634994
110,105180000,385000,2041,900,1875,2004,2004,0,2195,1376,2,5,2,2,0,1,0,Spring,Mar,Row End,2128,101,0,R1,R,RE,F,P,1,0,42.36607,-71.03111,250,East Boston,94,67,76,2527,49200,18,50,9,80,3.52,0,4,4786,0,0,2292,1,745900,2894.212973,1345.397015,1560.464536
111,105186010,519500,1512,2488,2003,0,2003,0,2304,1344,2,7,3,3,1,1,0,Summer,Aug,Semi Det,2128,101,0,R1,R,SD,G,M,1,1,42.366398,-71.031802,175,East Boston,94,67,76,2308,49200,18,50,9,80,3.52,0,4,4838,0,0,2073,1,719000,3081.315182,1161.63231,1705.425479
112,105193000,420000,1592,1000,1969,2000,2000,0,2564,1592,2,6,3,1,0,1,0,Summer,Jul,Row End,2128,101,0,R1,R,CV,F,M,1,0,42.366489,-71.032023,174,East Boston,94,67,76,2239,49200,18,50,9,80,3.52,0,4,4535,0,0,2005,1,738900,3141.867078,1108.443513,1754.009158
113,105271000,600000,2994,2725,1900,0,1900,0,4388,2994,3,14,5,3,0,3,0,Spring,Mar,Decker,2128,105,0,R3,R,DK,F,M,1,0,42.36727,-71.03274,383,East Boston,94,67,76,1954,49200,18,50,9,80,3.52,0,4,4143,0,0,1731,1,512900,3355.829157,882.7563817,1869.395997
114,105291000,442000,1920,2250,1900,0,1900,0,2776,1920,3,11,3,3,0,3,0,Summer,Jul,Semi Det,2128,105,0,R3,R,SD,F,M,0,0,42.3682,-71.03602,612,East Boston,94,67,76,1006,50881,25,27,5,78,4.43,0,1,4584,0,0,792,1,532200,4281.459671,785.9807879,1645.967075
115,105307000,0,2308,1819,1900,1984,1984,0,2888,2308,3,12,6,3,0,3,0,Summer,Aug,Semi Det,2128,105,0,R3,R,SD,F,M,1,0,42.36903,-71.03704,219,East Boston,94,67,76,687,50881,25,27,5,78,4.43,0,1,37853,0,0,542,1,531900,4610.892693,841.2307048,1262.019518
116,105321000,605000,3579,2400,1900,2000,2000,0,4024,2892,3,17,12,4,2,4,0,Winter,Feb,Decker,2128,105,0,R3,R,DK,F,M,1,0,42.36852,-71.03558,652,East Boston,94,67,76,1096,50881,25,27,5,78,4.43,0,1,4469,0,0,903,1,499600,4186.018824,703.6263443,1500.775551
118,105479000,790000,2925,1085,1910,0,1910,0,3168,2376,3,15,8,3,0,3,0,Winter,Dec,Row Middle,2128,105,0,R3,R,RM,F,B,1,0,42.37262,-71.03949,29,East Boston,94,67,76,1320,51645,14,20,4,55,4.88,0,1,4871,0,0,700,0,587400,5660.169652,1389.672811,3.010539341
119,105565000,335000,1380,2000,1900,1987,1987,0,2268,1512,2,7,2,2,0,2,0,Winter,Feb,Two Fam Stack,2128,104,0,R2,R,TF,G,M,1,0,42.37187,-71.041,112,East Boston,94,67,76,1114,51645,14,20,4,55,4.88,0,1,6051,0,0,259,0,678400,5934.189746,1632.993429,83.28166217
120,105691000,737000,2583,1258,1900,2001,2001,0,3732,2583,3,17,8,3,0,3,0,Spring,May,Semi Det,2128,105,0,R3,R,SD,F,M,1,0,42.37048,-71.0384,220,East Boston,94,67,76,626,71250,24,39,4,67,5,0,1,5855,0,0,521,0,641500,5104.844582,932.9580523,640.6771381
121,105713000,0,1410,1260,1910,1989,1989,0,2156,1346,2,6,4,2,0,2,0,Winter,Jan,Row End,2128,104,0,R2,R,RE,F,M,1,0,42.371156,-71.038159,319,East Boston,94,67,76,875,71250,24,39,4,67,5,0,1,37974,0,0,596,0,641500,5123.932248,875.1573285,532.0101768
122,105978000,853125,3264,2500,1900,2000,2000,0,4002,3177,3,12,6,1,1,1,2,Summer,Jun,Semi Det,2128,101,1,R1,R,SD,M,B,1,0,42.37681,-71.03745,568,East Boston,94,67,76,2146,46250,23,1,3,65,6,0,3,5793,0,0,821,0,444800,6008.495797,849.5636456,1036.313115
123,106062000,325000,1575,804,1900,0,1900,0,2635,1785,3,6,3,1,2,1,0,Fall,Sep,Row End,2128,101,0,R1,R,RE,M,M,1,0,42.375288,-71.036939,609,East Boston,94,67,76,1846,53426,19,34,5,58,6,0,3,5587,0,0,1369,0,545425,5556.774946,1088.949648,479.5983055
124,106119000,475000,2520,1682,1900,0,1900,0,3360,2520,3,12,6,3,0,3,0,Winter,Jan,Semi Det,2128,105,1,R3,R,SD,F,M,0,0,42.3753,-71.03571,891,East Boston,94,67,76,1521,53426,19,34,5,58,6,0,5,4706,0,0,1543,0,409600,5296.112916,1056.800507,582.759966
125,106123000,0,3627,2500,1900,0,1900,0,4604,3183,3,17,8,3,0,3,0,Summer,Jun,Semi Det,2128,105,1,R3,R,SD,F,M,1,0,42.375091,-71.03594,872,East Boston,94,67,76,1567,53426,19,34,5,58,6,0,5,38158,0,0,1568,0,409600,5298.011039,1059.392913,485.8558604
126,106134000,300000,840,4500,1890,1985,1985,0,1088,612,2,5,2,1,0,1,0,Spring,May,Conventional,2128,101,0,R1,R,CV,F,M,1,0,42.37446,-71.03666,693,East Boston,94,67,76,1740,53426,19,34,5,58,6,0,5,4457,0,0,1673,0,499600,5320.493581,1095.49539,195.3500283
127,106162000,649000,3120,2550,1900,0,1900,0,3948,2961,3,11,8,3,0,3,0,Winter,Dec,Decker,2128,105,1,R3,R,DK,F,M,1,0,42.374958,-71.036871,620,East Boston,94,67,76,1809,53426,19,34,5,58,6,0,5,4832,0,0,1485,0,480625,5471.197747,1088.017679,361.3400811
128,106194000,485000,3016,1530,1900,2003,2003,0,1400,1400,3,15,5,3,0,3,0,Summer,Jul,Decker,2128,105,0,R3,R,DK,F,M,0,0,42.37513,-71.03463,630,East Boston,94,67,76,1223,53426,19,34,5,58,6,0,5,4194,0,0,1782,0,397600,5031.265799,1065.472602,701.9272795
129,106214000,450000,3106,2500,1910,0,1910,0,3847,2902,3,14,5,3,0,3,0,Spring,May,Decker,2128,105,0,R3,R,DK,F,M,0,0,42.37397,-71.03604,616,East Boston,94,67,76,1579,53426,19,34,5,58,6,0,5,3707,0,0,1644,0,469600,5081.713237,1119.594808,135.8317102
130,106281000,599000,2406,1173,1900,1985,1985,0,3372,2529,3,9,3,3,0,3,0,Winter,Dec,Decker,2128,105,0,R3,R,DK,F,B,1,0,42.373708,-71.034988,365,East Boston,94,67,76,1310,53426,19,34,5,58,6,0,5,4196,0,0,1795,1,515980,4792.933364,1082.69457,226.4098237
131,106325000,610000,3221,2109,1900,0,1900,0,4728,3221,3,17,8,3,0,3,0,Spring,Mar,Decker,2128,105,0,R3,R,DK,F,M,0,0,42.37468,-71.03289,167,East Boston,94,67,76,729,44957,14,45,3,57,4.97,0,5,4328,0,0,2238,1,468200,4569.6595,1224.497093,455.0725461
132,106492000,289000,1040,1060,1910,1989,1989,0,1622,1040,2,5,3,1,1,1,0,Winter,Feb,Row Middle,2128,101,1,R1,R,RM,F,F,1,0,42.37604,-71.03481,884,East Boston,94,67,76,1381,72734,16,26,7,60,5.75,0,5,5481,0,0,1522,0,421000,5286.989958,999.6318219,941.2644881
133,106494000,300000,1676,1350,1900,0,1900,0,2640,1676,2,9,2,2,0,2,0,Summer,Aug,Row End,2128,104,1,R2,R,RE,F,M,1,0,42.37597,-71.03492,889,East Boston,94,67,76,1397,72734,16,26,7,60,5.75,0,5,5273,0,0,1515,0,393800,5291.764606,1011.908455,903.3975819
134,106516000,325000,1026,832,1900,0,1900,0,1614,1082,2,5,2,2,0,1,0,Summer,Jun,Row Middle,2128,101,1,R1,R,RM,F,M,1,0,42.376341,-71.034702,933,East Boston,94,67,76,1407,72734,16,26,7,60,5.75,0,5,5559,0,0,1480,0,380800,5340.651688,979.2491719,1048.67025
135,106535000,395000,2068,1642,1880,2010,2010,1,2620,1512,3,7,4,2,0,1,0,Summer,Jul,Row Middle,2128,101,1,R1,R,RM,M,B,1,0,42.37671,-71.035667,1027,East Boston,94,67,76,1701,72734,16,26,7,60,5.75,0,5,5466,0,0,1189,0,366800,5622.749142,967.4796298,1057.455239
136,106553000,600000,3240,1894,1900,0,1900,0,4698,3240,3,14,5,3,0,3,0,Spring,May,Row Middle,2128,105,1,R3,R,RM,F,B,1,0,42.377085,-71.03467,1104,East Boston,94,67,76,1557,72734,16,26,7,60,5.75,0,5,5183,0,0,1353,0,375800,5525.241548,971.9909136,1288.962284
137,106624000,320000,1150,1900,1900,1985,1985,0,1868,1112,2,6,4,1,1,1,0,Summer,Jun,Row End,2128,101,0,R1,R,RE,F,W,1,0,42.37741,-71.03465,1095,East Boston,94,67,76,1631,46250,23,1,3,65,6,0,5,5225,0,0,1313,0,433000,5606.969836,981.5649603,1398.167358
138,106676000,320000,2334,1875,1900,0,1900,0,3306,2047,2,8,2,2,0,2,0,Fall,Nov,Conventional,2128,104,1,R2,R,CV,G,M,1,0,42.378228,-71.032407,746,East Boston,94,67,76,1525,49534,28,23,5,57,4.86,0,7,5782,0,0,1846,0,461200,5445.862424,961.6525193,1191.347639
139,106686000,535000,3401,2500,1910,1990,1990,0,4924,3401,3,18,9,4,3,3,0,Fall,Sep,Decker,2128,105,0,R3,R,DK,F,P,1,0,42.37798,-71.03318,810,East Boston,94,67,76,1539,49534,28,23,5,57,4.86,0,7,5248,0,0,1648,0,375600,5502.158081,981.2161454,1291.863506
140,106714000,561000,2670,2000,1900,1983,1983,0,3880,2910,3,15,6,3,0,3,0,Fall,Oct,Row Middle,2128,105,1,R3,R,RM,M,A,0,0,42.37768,-71.03305,914,East Boston,94,67,76,1428,54306,3,26,6,68,4.83,0,5,5464,0,0,1702,0,370400,5395.154641,987.8965223,1194.13417
141,106721000,245000,1128,2500,1910,1980,1980,0,2020,1214,1.5,6,3,1,0,1,0,Winter,Dec,Conventional,2128,101,1,R1,R,CV,G,W,1,0,42.3779,-71.03251,856,East Boston,94,67,76,1427,54306,3,26,6,68,4.83,0,7,6127,0,0,1832,0,476200,5367.249299,970.991349,1135.285169
142,106767000,355000,3052,1875,1900,0,1900,0,3704,2800,3,12,6,3,0,3,0,Summer,Jun,Decker,2128,105,1,R3,R,DK,F,P,1,0,42.37662,-71.03304,660,East Boston,94,67,76,1119,72734,16,26,7,60,5.75,0,5,5906,0,0,1824,0,447600,5100.333746,990.3828433,940.6067993
143,106769000,397000,3608,1875,1900,0,1900,0,4900,3442,3,17,8,3,0,3,0,Spring,Mar,Semi Det,2128,105,1,R3,R,SD,F,M,0,0,42.376706,-71.033182,709,East Boston,94,67,76,1168,72734,16,26,7,60,5.75,0,5,5868,0,0,1776,0,439200,5149.30839,981.3164786,990.0941238
144,106792000,500000,2583,1560,1900,0,1900,0,3801,2583,3,15,6,3,0,3,0,Summer,Jul,Decker,2128,105,0,R3,R,DK,F,M,1,0,42.37712,-71.0319,545,East Boston,94,67,76,1100,72734,16,26,7,60,5.75,0,7,5989,0,0,2053,0,377000,5041.626501,1041.668916,825.3290877
145,106796000,500000,1791,1271,1900,2000,2000,0,2388,1791,3,14,7,3,0,3,0,Fall,Sep,Row Middle,2128,105,1,R3,R,RM,F,M,1,0,42.37742,-71.03157,550,East Boston,94,67,76,1170,72734,16,26,7,60,5.75,0,7,5847,0,0,2113,0,442000,5074.636419,1027.097744,828.4320213
146,106859000,0,2216,2000,1900,1991,1991,0,3326,2216,3,11,3,3,0,3,0,Fall,Nov,Decker,2128,105,0,R3,R,DK,F,M,1,0,42.37625,-71.03111,176,East Boston,94,67,76,726,44957,14,45,3,57,4.97,0,7,38179,0,0,2358,1,452000,4660.470306,1221.81523,457.0746816
147,106866000,680000,3249,1963,1900,1983,1983,0,3872,3364,3,15,6,3,0,3,0,Fall,Nov,Decker,2128,105,0,R3,R,DK,F,M,1,0,42.37657,-71.03075,179,East Boston,94,67,76,814,44957,14,45,3,57,4.97,0,7,6146,0,0,2409,1,452000,4693.843623,1216.703134,458.8901699
148,106870000,550000,2205,1375,1918,2013,2013,1,3297,2205,3,11,5,3,0,3,0,Spring,Mar,Decker,2128,105,0,R3,R,DK,F,M,1,0,42.37677,-71.03052,180,East Boston,94,67,76,878,44957,14,45,3,57,4.97,0,7,6218,0,0,2447,1,549000,4716.282398,1214.106646,458.8450307
149,106974000,465000,1866,1866,1900,0,1900,0,2812,1866,3,9,3,3,0,3,0,Spring,May,Row Middle,2128,105,0,R3,R,RM,F,M,1,0,42.37825,-71.03156,745,East Boston,94,67,76,1460,54306,3,26,6,68,4.83,0,7,6886,0,0,2074,0,403000,5319.314891,968.2038131,1021.403694
150,200079000,950000,2401,1310,1880,2011,2011,1,3280,2397,3,12,5,3,0,2,0,Spring,Apr,Row Middle,2129,104,1,R2,R,RM,F,F,1,0,42.38068,-71.0618,190,Charlestown,90,68,68,3378,136037,86,52,5,98,4,1,2,6663,0,0,70,0,828000,12364.59433,1023.786771,2311.125188
151,200085000,610000,1271,736,1875,2009,2009,1,1888,1271,3,4,2,2,1,1,2,Winter,Feb,Semi Det,2129,101,1,R1,R,SD,G,F,1,1,42.38037,-71.06178,159,Charlestown,90,68,68,3300,136037,86,52,5,98,4,1,2,6630,0,0,33,0,896000,12312.00381,960.2742264,2235.502421
152,200106010,815000,1527,1052,1899,1996,1996,0,2340,1527,2,6,3,2,1,1,1,Fall,Sep,Semi Det,2129,101,1,R1,R,SD,H,F,1,1,42.3792,-71.06261,101,Charlestown,90,68,68,2842,136037,86,52,5,98,4,1,2,6796,0,0,29,0,923000,12346.63253,813.9431835,2129.970403
153,200118000,1150000,2198,1678,1840,2012,2012,1,3704,2333,3.5,17,3,2,1,1,1,Summer,Jun,Colonial,2129,101,0,R1,R,CL,G,F,1,1,42.37994,-71.06177,31,Charlestown,90,68,68,3192,10526,16,57,4,41,4,1,2,6425,0,0,0,0,788000,12244.78817,905.6485869,2133.998439
154,200123000,740000,1542,1193,1885,1985,1985,0,2820,1542,2,8,4,2,0,2,0,Fall,Oct,Semi Det,2129,104,1,R2,R,SD,G,M,1,0,42.38033,-71.0615,143,Charlestown,90,68,68,3343,10526,16,57,4,41,4,1,2,6408,0,0,0,0,870000,12237.208,971.5750547,2167.677656
155,200181000,980000,2512,1590,1885,2009,2009,1,3664,2287,2,9,3,2,2,1,0,Winter,Feb,Colonial,2129,101,1,R1,R,CL,G,W,1,1,42.37816,-71.06202,255,Charlestown,90,68,68,2730,116161,76,29,11,97,4,1,2,6783,0,0,211,0,876200,12057.75841,919.05214,1755.907243
156,200323000,1202000,2103,2080,1855,0,1855,0,3351,2103,2,8,3,3,0,2,3,Summer,Aug,Conventional,2129,104,1,R2,R,CV,G,F,1,1,42.377803,-71.064199,665,Charlestown,90,68,68,2183,136037,86,52,5,98,4,1,5,6916,0,0,605,0,875000,12564.4613,743.8657305,2085.913041
157,200360000,1100000,1875,1512,1870,2003,2003,0,3123,2346,3,8,4,2,0,1,0,Summer,Jun,Row End,2129,101,1,R1,R,RE,M,F,1,0,42.37775,-71.06309,498,Charlestown,90,68,68,2407,116161,76,29,11,97,4,1,5,6813,0,0,464,0,881400,12275.98385,871.3471702,1859.869706
158,200387000,575000,1632,1200,1850,0,1850,0,2624,1570,2,8,5,1,1,1,1,Fall,Sep,Semi Det,2129,101,1,R1,R,SD,G,P,1,0,42.37697,-71.06298,441,Charlestown,90,68,68,2280,116161,76,29,11,97,4,1,5,6954,0,0,712,0,1165548,12153.58184,1060.940927,1638.84992
159,200400000,751000,1191,780,1880,2001,2001,0,1692,1020,2,5,3,2,1,1,1,Spring,May,Row End,2129,101,1,R1,R,RE,G,F,1,1,42.37736,-71.06238,342,Charlestown,90,68,68,2491,116161,76,29,11,97,4,1,5,7044,0,0,517,0,1154800,12047.302,1004.682273,1623.163399
160,200491000,950000,2005,1145,1890,0,1890,0,2831,2005,3,9,4,3,0,3,0,Winter,Dec,Row End,2129,105,0,R3,R,RE,F,W,1,0,42.37701,-71.06545,491,Charlestown,90,68,68,1738,40818,34,1,4,82,2.75,1,5,7081,0,0,1049,0,752900,12791.71706,995.5397268,1692.68346
161,200519000,0,1125,1155,1865,2011,2011,1,1510,1080,3,6,2,1,1,1,0,Fall,Oct,Semi Det,2129,101,1,R1,R,SD,M,B,1,0,42.37729,-71.06609,372,Charlestown,90,68,68,1683,40818,34,1,4,82,2.75,1,5,39056,0,0,1121,0,752900,12987.69556,980.8630567,1681.29815
162,200588010,570000,1479,553,1850,2003,2003,0,1972,1479,3,7,2,1,1,1,0,Winter,Dec,Row End,2129,101,0,R1,R,RE,F,B,1,0,42.37863,-71.06722,323,Charlestown,90,68,68,1914,40818,34,1,4,82,2.75,1,3,4745,0,0,1245,0,667500,13434.52948,900.0024569,1906.138618
163,200686000,700000,1196,632,1845,1999,1999,0,1617,1311,1.5,5,2,1,1,1,1,Summer,Jun,Colonial,2129,101,1,R1,R,CL,G,W,1,0,42.37958,-71.06462,475,Charlestown,90,68,68,2580,116528,64,60,5,97,3.91,1,5,4635,0,0,576,0,965000,12901.61302,762.0300154,2595.880677
164,200694000,1050000,2565,1133,1802,1988,1988,0,3800,2565,2.5,10,4,3,0,2,2,Fall,Sep,Conventional,2129,104,0,R2,R,SD,L,B,1,0,42.379422,-71.063871,443,Charlestown,90,68,68,2662,116528,64,60,5,97,3.91,1,5,4312,0,0,368,0,863000,12692.48653,751.5959558,2435.13447
165,200757000,620000,1020,936,1965,2008,2008,1,1800,1020,1.5,5,2,2,0,1,0,Fall,Oct,Cape,2129,101,1,R1,R,CP,G,W,1,0,42.38051,-71.06689,104,Charlestown,90,68,68,2579,135833,76,36,4,97,2.58,1,3,4486,0,0,1275,0,682000,13597.70597,1079.623261,2460.262759
166,200828000,975000,1698,884,1858,2013,2013,1,2280,1698,3,7,3,3,0,1,1,Summer,Jul,Row End,2129,101,1,R1,R,RE,F,F,1,1,42.37949,-71.06515,558,Charlestown,90,68,68,2469,135833,76,36,4,97,2.58,1,3,4599,0,0,702,0,829000,13022.15578,761.5911086,2488.880046
167,200829000,1000000,1698,886,1860,2013,2013,1,2364,1698,3,7,2,2,0,1,2,Summer,Aug,Row Middle,2129,101,0,R1,R,RM,F,F,1,1,42.37951,-71.06522,545,Charlestown,90,68,68,2465,135833,76,36,4,97,2.58,1,3,3901,0,0,723,0,824000,13042.42335,766.3356472,2484.153218
168,200857000,975000,2171,876,1860,2013,2013,1,2352,2171,3,10,6,1,1,1,0,Spring,May,Row Middle,2129,101,1,R1,R,RM,F,F,1,0,42.3797,-71.06522,481,Charlestown,90,68,68,2522,135833,76,36,4,97,2.58,1,3,4048,0,0,744,0,829000,13068.26782,791.8649608,2541.174939
